topology_id	topology_num	topology
190	7	((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda);
191	7	(((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Amborella_trichopoda);
192	7	(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda);
193	7	((Glycine_max,((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
194	7	(((Medicago_truncatula,Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera);
195	7	((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera);
196	7	(Oryza_sativa_L.Nipponbare,Amborella_trichopoda);
197	7	(Medicago_truncatula,Solanum_lycopersicum);
198	6	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare);
199	6	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Amborella_trichopoda);
200	6	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Amborella_trichopoda);
201	6	((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
202	6	(((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda);
203	6	((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Amborella_trichopoda);
204	6	(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda);
205	6	(((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Amborella_trichopoda);
206	6	(((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
207	6	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Amborella_trichopoda);
208	6	((((Medicago_truncatula,Glycine_max),((Vitis_vinifera,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda);
209	6	(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),(Vitis_vinifera,Oryza_sativa_L.Nipponbare))),Amborella_trichopoda);
210	6	(((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera);
211	6	(((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda);
212	6	((((Glycine_max,Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
213	6	((((Glycine_max,(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
214	6	(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare);
215	6	((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max));
216	6	(((Glycine_max,(Arabidopsis_thaliana,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
217	6	((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare);
218	6	(((Vitis_vinifera,Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
219	6	(((Glycine_max,Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
220	6	((Glycine_max,Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
221	6	((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana);
222	6	((Vitis_vinifera,Solanum_lycopersicum),Amborella_trichopoda);
223	6	((Medicago_truncatula,Arabidopsis_thaliana),Solanum_lycopersicum);
224	6	(Vitis_vinifera,Amborella_trichopoda);
225	6	(Medicago_truncatula,Vitis_vinifera);
226	6	(Vitis_vinifera,Oryza_sativa_L.Nipponbare);
227	5	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
228	5	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
229	5	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
230	5	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
231	5	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Amborella_trichopoda);
232	5	(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
233	5	(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),Amborella_trichopoda);
234	5	(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Amborella_trichopoda);
235	5	((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Arabidopsis_thaliana),Amborella_trichopoda);
236	5	((((((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda);
237	5	(((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
238	5	((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
239	5	((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,(Vitis_vinifera,Oryza_sativa_L.Nipponbare))),Solanum_lycopersicum),Amborella_trichopoda);
240	5	((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare);
241	5	((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
242	5	(((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Glycine_max);
243	5	((((Glycine_max,Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda);
244	5	(((Glycine_max,(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
245	5	((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana);
246	5	(((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera);
247	5	((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Oryza_sativa_L.Nipponbare);
248	5	(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
249	5	(((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare);
250	5	((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Glycine_max),Vitis_vinifera);
251	5	(((Glycine_max,Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
252	5	(((Medicago_truncatula,Glycine_max),Medicago_truncatula),Solanum_lycopersicum);
253	5	(((Glycine_max,Vitis_vinifera),Arabidopsis_thaliana),Amborella_trichopoda);
254	5	(Arabidopsis_thaliana,Vitis_vinifera);
255	5	(Medicago_truncatula,Amborella_trichopoda);
256	5	(Glycine_max,Solanum_lycopersicum);
257	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
258	4	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
259	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
260	4	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
261	4	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
262	4	((((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
263	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
264	4	(((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
265	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
266	4	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
267	4	(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
268	4	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
269	4	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
270	4	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare);
271	4	(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
272	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
273	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare);
274	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
275	4	((((((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda);
276	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda);
277	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
278	4	(((((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Amborella_trichopoda);
279	4	(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Vitis_vinifera)),Amborella_trichopoda);
280	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare);
281	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
282	4	((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda);
283	4	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
284	4	(((((Medicago_truncatula,(Glycine_max,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda);
285	4	(((Medicago_truncatula,(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Glycine_max),Oryza_sativa_L.Nipponbare);
286	4	((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Solanum_lycopersicum),Amborella_trichopoda);
287	4	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),Amborella_trichopoda);
288	4	(((((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Arabidopsis_thaliana),Amborella_trichopoda);
289	4	((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
290	4	(((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
291	4	((((Medicago_truncatula,(Vitis_vinifera,Solanum_lycopersicum)),Glycine_max),Glycine_max),Oryza_sativa_L.Nipponbare);
292	4	(((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Glycine_max),Solanum_lycopersicum),Vitis_vinifera);
293	4	(((Medicago_truncatula,((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Glycine_max),Oryza_sativa_L.Nipponbare);
294	4	((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Amborella_trichopoda);
295	4	(((((Glycine_max,Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
296	4	((((Glycine_max,Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
297	4	(((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max));
298	4	((((Glycine_max,Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare);
299	4	(((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera);
300	4	((((Glycine_max,Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
301	4	((((Glycine_max,Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
302	4	(((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
303	4	(((Glycine_max,Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
304	4	(((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda);
305	4	((Medicago_truncatula,Solanum_lycopersicum),Vitis_vinifera);
306	4	((Arabidopsis_thaliana,Vitis_vinifera),Oryza_sativa_L.Nipponbare);
307	4	(Solanum_lycopersicum,Amborella_trichopoda);
308	3	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
309	3	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
310	3	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
311	3	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
312	3	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
313	3	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
314	3	(((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
315	3	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Amborella_trichopoda);
316	3	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
317	3	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda);
318	3	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
319	3	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
320	3	((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
321	3	((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
322	3	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare);
323	3	((((Medicago_truncatula,(Glycine_max,(Glycine_max,Oryza_sativa_L.Nipponbare))),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Amborella_trichopoda);
324	3	(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
325	3	(((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
326	3	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
327	3	((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera));
328	3	(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
329	3	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda);
330	3	(((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
331	3	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
332	3	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
333	3	(((((Medicago_truncatula,(Arabidopsis_thaliana,Solanum_lycopersicum)),Glycine_max),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
334	3	(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Amborella_trichopoda);
335	3	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare);
336	3	(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
337	3	(((((Medicago_truncatula,(Glycine_max,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
338	3	(((((Medicago_truncatula,Arabidopsis_thaliana),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
339	3	((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera);
340	3	((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Amborella_trichopoda);
341	3	((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare);
342	3	((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera);
