Topology_ID	Topology_num	Topology	Tree_IDs
1720	1	((((((ARA,ORY),CHL),LIR),CER),NYM),GIN);	OG_100021_97_T3_7
1721	1	(((AMB,ARA),((CER,(CHL,LIR)),NYM)),GIN);	OG_100023_93_T2_7
1722	1	(((((AMB,(CHL,LIR)),CER),NYM),ORY),GIN);	OG_100027_88_T1_7
1723	1	(((AMB,(CHL,LIR)),(ARA,CER)),(GIN,NYM));	OG_100027_88_T2_7
1724	1	((AMB,((((ARA,ORY),LIR),CHL),CER)),NYM);	OG_100028_88_T1_7
1725	1	(((((AMB,ARA),CER),(LIR,NYM)),CHL),ORY);	OG_100036_83_T1_7
1726	1	((AMB,(ARA,(((CER,CHL),LIR),ORY))),GIN);	OG_100037_80_T3_7
1727	1	(((((AMB,(NYM,ORY)),CER),LIR),CHL),GIN);	OG_100042_78_T2_7
1728	1	(((AMB,ARA),((CER,(CHL,LIR)),ORY)),NYM);	OG_100045_78_T3_7
1729	1	((((AMB,NYM),(CER,(CHL,LIR))),ORY),GIN);	OG_100048_73_T2_7
1730	1	((((((ARA,CER),ORY),CHL),LIR),NYM),GIN);	OG_100049_72_T1_7
1731	1	(((((AMB,ORY),LIR),(CER,NYM)),GIN),CHL);	OG_100049_73_T2_7
1732	1	((((AMB,NYM),CER),((CHL,LIR),GIN)),ORY);	OG_100050_72_T1_7
1733	1	((AMB,((((ARA,CER),CHL),NYM),LIR)),GIN);	OG_100050_72_T3_7
1734	1	((AMB,(((ARA,ORY),LIR),(CER,CHL))),NYM);	OG_100051_71_T4_7
1735	1	(((((AMB,(CHL,LIR)),ARA),ORY),GIN),CER);	OG_100054_70_T2_7
1736	1	((((AMB,NYM),(ARA,GIN)),(CHL,LIR)),ORY);	OG_100061_68_T2_7
1737	1	((((((AMB,GIN),NYM),CER),LIR),ARA),ORY);	OG_100061_68_T3_7
1738	1	((AMB,(((ARA,ORY),(CHL,LIR)),CER)),NYM);	OG_100065_67_T2_7
1739	1	(((AMB,(((ARA,LIR),ORY),NYM)),CER),GIN);	OG_100069_66_T1_7
1740	1	((((AMB,NYM),((ARA,CHL),LIR)),GIN),CER);	OG_100071_66_T2_7
1741	1	(AMB,(((ARA,LIR),CHL),((CER,ORY),NYM)));	OG_100071_66_T3_7
1742	1	(((ARA,((CER,ORY),(CHL,LIR))),NYM),GIN);	OG_100072_66_T1_7
1743	1	(((AMB,ARA),((CER,(LIR,ORY)),CHL)),NYM);	OG_100078_64_T2_7
1744	1	((AMB,(NYM,ORY)),((ARA,CER),(CHL,LIR)));	OG_100078_64_T3_7
1745	1	(((AMB,ARA),(((CER,CHL),NYM),LIR)),GIN);	OG_100078_64_T4_7
1746	1	(((((AMB,LIR),GIN),NYM),(CER,CHL)),ARA);	OG_100080_64_T2_7
1747	1	((AMB,(((ARA,NYM),LIR),(CER,CHL))),GIN);	OG_100081_64_T2_7
1748	1	(((ARA,(CER,(CHL,LIR))),(NYM,ORY)),GIN);	OG_100083_64_T1_7
1749	1	((((AMB,CER),((ARA,LIR),CHL)),NYM),ORY);	OG_100085_64_T1_7
1750	1	(((AMB,(((ARA,NYM),LIR),CHL)),ORY),GIN);	OG_100090_63_T2_7
1751	1	((((AMB,NYM),((CER,CHL),LIR)),ORY),ARA);	OG_100094_62_T3_7
1752	1	(AMB,(((ARA,(GIN,ORY)),(CHL,LIR)),NYM));	OG_100095_62_T1_7
1753	1	(((AMB,NYM),ORY),((ARA,(CER,CHL)),LIR));	OG_100097_62_T3_7
1754	1	(((AMB,NYM),(CHL,(LIR,ORY))),(ARA,CER));	OG_100099_61_T1_7
1755	1	((((AMB,((ARA,CER),LIR)),NYM),ORY),GIN);	OG_100102_61_T1_7
1756	1	((((((ARA,LIR),CER),CHL),ORY),NYM),GIN);	OG_100107_59_T3_7
1757	1	(((((ARA,CER),(LIR,ORY)),CHL),NYM),GIN);	OG_100112_58_T2_7
1758	1	(AMB,((((ARA,(CHL,LIR)),ORY),CER),NYM));	OG_100121_57_T2_7
1759	1	(((AMB,NYM),(ARA,((CHL,LIR),ORY))),CER);	OG_100121_57_T3_7
1760	1	(((AMB,NYM),(ARA,((CER,CHL),LIR))),ORY);	OG_100122_56_T2_7
1761	1	(((AMB,NYM),((CER,ORY),(CHL,LIR))),ARA);	OG_100128_55_T3_7
1762	1	(((AMB,((ARA,CER),NYM)),(CHL,LIR)),ORY);	OG_100130_55_T2_7
1763	1	((AMB,GIN),((((ARA,ORY),LIR),CHL),NYM));	OG_100133_54_T1_7
1764	1	(((AMB,ORY),NYM),((ARA,CER),(CHL,LIR)));	OG_100137_53_T2_7
1765	1	((((AMB,NYM),((CER,ORY),LIR)),ARA),GIN);	OG_100142_52_T3_7
1766	1	(((AMB,((CER,NYM),(CHL,LIR))),ARA),ORY);	OG_100142_52_T4_7
1767	1	(((AMB,NYM),((CER,CHL),LIR)),(ARA,ORY));	OG_100149_51_T2_7
1768	1	((((AMB,NYM),(CHL,LIR)),GIN),(ARA,ORY));	OG_100155_49_T2_7
1769	1	((((AMB,(CHL,LIR)),NYM),(ARA,ORY)),GIN);	OG_100158_49_T1_7
1770	1	((((AMB,CER),(CHL,(LIR,ORY))),NYM),ARA);	OG_100165_47_T3_7
1771	1	(AMB,((((ARA,(CHL,LIR)),CER),NYM),ORY));	OG_100170_46_T1_7
1772	1	((((((AMB,ARA),CER),LIR),NYM),ORY),GIN);	OG_100172_46_T1_7
1773	1	(((((AMB,GIN),(ARA,CHL)),LIR),CER),NYM);	OG_100174_46_T2_7
1774	1	((((AMB,NYM),((CER,CHL),LIR)),ARA),ORY);	OG_100176_46_T2_7
1775	1	(AMB,((ARA,((CER,(CHL,LIR)),NYM)),GIN));	OG_100178_45_T2_7
1776	1	((AMB,(((ARA,ORY),(CHL,LIR)),NYM)),CER);	OG_100183_45_T1_7
1777	1	(((ARA,(((CER,CHL),LIR),ORY)),NYM),GIN);	OG_100184_45_T2_7
1778	1	(((((AMB,ARA),CER),(CHL,LIR)),NYM),ORY);	OG_100185_45_T1_7
1779	1	((AMB,((ARA,(CER,ORY)),(CHL,LIR))),GIN);	OG_100189_45_T1_7
1780	1	((AMB,((((ARA,CER),CHL),ORY),LIR)),NYM);	OG_100194_44_T1_7
1781	1	((AMB,((((ARA,CER),CHL),LIR),ORY)),NYM);	OG_100199_44_T2_7
1782	1	(((((AMB,ARA),(CHL,LIR)),NYM),ORY),GIN);	OG_100214_42_T1_7
1783	1	((AMB,(((ARA,CHL),(LIR,ORY)),CER)),NYM);	OG_100224_41_T1_7
1784	1	((AMB,NYM),((ARA,(CER,(CHL,LIR))),ORY));	OG_100224_41_T2_7
1785	1	((((AMB,(CER,NYM)),(CHL,LIR)),ORY),ARA);	OG_100227_41_T2_7
1786	1	(ARA,((CER,((CHL,LIR),(NYM,ORY))),GIN));	OG_100245_39_T1_7
1787	1	(((((AMB,GIN),NYM),(CHL,LIR)),ARA),ORY);	OG_100250_39_T1_7
1788	1	(((AMB,((LIR,ORY),NYM)),(ARA,CER)),GIN);	OG_100256_39_T1_7
1789	1	((((AMB,ARA),((CHL,LIR),ORY)),CER),GIN);	OG_100264_38_T1_7
1790	1	(((AMB,((CER,ORY),(CHL,LIR))),NYM),GIN);	OG_100274_37_T1_7
1791	1	((AMB,(((ARA,ORY),(CER,CHL)),LIR)),GIN);	OG_100277_37_T1_7
1792	1	((AMB,(((ARA,(CHL,LIR)),NYM),CER)),GIN);	OG_100278_37_T2_7
1793	1	(((ARA,(CER,(CHL,(LIR,ORY)))),NYM),GIN);	OG_100281_37_T1_7
1794	1	((AMB,(((ARA,NYM),(CHL,LIR)),ORY)),GIN);	OG_100286_36_T1_7
1795	1	((AMB,NYM),(ARA,((CER,ORY),(CHL,LIR))));	OG_100291_36_T1_7
1796	1	(((((ARA,CER),(CHL,LIR)),ORY),NYM),GIN);	OG_100294_36_T2_7
1797	1	((((AMB,(ARA,CER)),LIR),(NYM,ORY)),GIN);	OG_100295_36_T1_7
1798	1	(((((AMB,NYM),(CHL,LIR)),ORY),CER),GIN);	OG_100296_36_T3_7
1799	1	(((AMB,(((ARA,LIR),CER),CHL)),NYM),ORY);	OG_100307_35_T2_7
1800	1	((AMB,((ARA,NYM),(CER,(LIR,ORY)))),GIN);	OG_100327_34_T1_7
1801	1	(((AMB,(NYM,ORY)),((CER,LIR),CHL)),ARA);	OG_100329_34_T2_7
1802	1	((((AMB,(CHL,(NYM,ORY))),LIR),ARA),CER);	OG_100337_34_T1_7
1803	1	(((AMB,NYM),((ARA,(CER,ORY)),LIR)),GIN);	OG_100341_34_T1_7
1804	1	(((AMB,NYM),(((ARA,CHL),LIR),CER)),GIN);	OG_100347_33_T2_7
1805	1	((((AMB,NYM),ORY),((ARA,CHL),LIR)),GIN);	OG_100360_33_T1_7
1806	1	((((AMB,((LIR,ORY),NYM)),ARA),CER),GIN);	OG_100373_32_T1_7
1807	1	((AMB,((ARA,CER),((CHL,LIR),ORY))),GIN);	OG_100384_32_T1_7
1808	1	((((AMB,NYM),ARA),((CER,CHL),LIR)),ORY);	OG_100392_32_T2_7
1809	1	((AMB,NYM),((ARA,(CER,CHL)),(LIR,ORY)));	OG_100410_31_T2_7
1810	1	(((((AMB,GIN),(CHL,LIR)),ARA),ORY),NYM);	OG_100411_31_T1_7
1811	1	((((AMB,CER),(CHL,LIR)),(ARA,ORY)),NYM);	OG_100415_31_T2_7
1812	1	((((AMB,(CER,(CHL,LIR))),NYM),ORY),ARA);	OG_100424_31_T1_7
1813	1	((((AMB,ORY),NYM),(CER,(CHL,LIR))),GIN);	OG_100430_31_T1_7
1814	1	(((AMB,((ARA,CER),(NYM,ORY))),LIR),GIN);	OG_100457_30_T2_7
1815	1	((AMB,NYM),((ARA,ORY),((CER,CHL),LIR)));	OG_100479_29_T2_7
1816	1	(((AMB,((CER,NYM),(CHL,LIR))),ORY),GIN);	OG_100492_29_T1_7
1817	1	(((AMB,NYM),CER),(((ARA,CHL),ORY),LIR));	OG_100508_29_T1_7
1818	1	((((AMB,NYM),(CHL,LIR)),(CER,ORY)),ARA);	OG_100509_29_T2_7
1819	1	((((AMB,CER),((ARA,CHL),LIR)),NYM),ORY);	OG_100511_28_T1_7
1820	1	((((AMB,ARA),(NYM,ORY)),(CHL,LIR)),GIN);	OG_100512_28_T1_7
1821	1	(((AMB,ARA),(((CER,CHL),LIR),NYM)),ORY);	OG_100513_28_T2_7
1822	1	((AMB,((ARA,CER),(CHL,(NYM,ORY)))),GIN);	OG_100519_28_T2_7
1823	1	(((AMB,(CER,NYM)),((ARA,CHL),ORY)),GIN);	OG_100523_28_T1_7
1824	1	(((((AMB,ARA),NYM),ORY),(CHL,LIR)),GIN);	OG_100549_27_T1_7
1825	1	((AMB,((ARA,CER),(CHL,(LIR,ORY)))),NYM);	OG_100560_27_T2_7
1826	1	(AMB,((ARA,NYM),(((CER,CHL),LIR),ORY)));	OG_100570_27_T2_7
1827	1	(((AMB,((ARA,LIR),CER)),(NYM,ORY)),GIN);	OG_100575_27_T1_7
1828	1	(AMB,((((ARA,CER),(CHL,ORY)),LIR),NYM));	OG_100578_27_T2_7
1829	1	(((AMB,(((CHL,LIR),NYM),GIN)),ORY),ARA);	OG_100624_26_T2_7
1830	1	(((AMB,GIN),(ARA,(CER,(CHL,LIR)))),NYM);	OG_100634_26_T1_7
1831	1	(AMB,((((ARA,(NYM,ORY)),CER),LIR),CHL));	OG_100635_26_T2_7
1832	1	((AMB,((((CER,CHL),LIR),NYM),ORY)),GIN);	OG_100645_26_T1_7
1833	1	((((AMB,(CER,LIR)),NYM),(ARA,ORY)),GIN);	OG_100689_25_T1_7
1834	1	(((AMB,((ARA,(CHL,LIR)),NYM)),ORY),GIN);	OG_100703_25_T1_7
1835	1	((((AMB,(NYM,ORY)),(CHL,LIR)),CER),GIN);	OG_100710_25_T1_7
1836	1	(((AMB,(CER,(CHL,LIR))),(ARA,NYM)),GIN);	OG_100729_24_T2_7
1837	1	((AMB,((ARA,((CER,ORY),CHL)),NYM)),GIN);	OG_100730_24_T1_7
1838	1	(((((AMB,ARA),CER),(LIR,ORY)),NYM),GIN);	OG_100731_24_T1_7
1839	1	(((((AMB,CHL),CER),(LIR,ORY)),NYM),ARA);	OG_100733_24_T2_7
1840	1	(((((AMB,NYM),(LIR,ORY)),CHL),ARA),GIN);	OG_100766_24_T1_7
1841	1	(((((AMB,ARA),NYM),(CHL,LIR)),CER),GIN);	OG_100769_24_T1_7
1842	1	((AMB,((ARA,((CER,NYM),ORY)),LIR)),GIN);	OG_100773_24_T1_7
1843	1	((((AMB,((ARA,LIR),CER)),NYM),ORY),GIN);	OG_100779_23_T1_7
1844	1	(((AMB,GIN),((ARA,(LIR,ORY)),CHL)),NYM);	OG_100781_23_T1_7
1845	1	((((AMB,GIN),NYM),((CER,LIR),CHL)),ARA);	OG_100789_23_T2_7
1846	1	((((((AMB,CHL),LIR),ARA),NYM),ORY),GIN);	OG_100797_23_T1_7
1847	1	(AMB,(ARA,((CER,NYM),((CHL,LIR),ORY))));	OG_100804_23_T1_7
1848	1	(((AMB,((CHL,LIR),(NYM,ORY))),CER),GIN);	OG_100812_23_T1_7
1849	1	(((((AMB,(CHL,ORY)),ARA),CER),NYM),GIN);	OG_100827_23_T1_7
1850	1	(((((AMB,(ARA,CER)),NYM),LIR),CHL),GIN);	OG_100870_22_T1_7
1851	1	((AMB,(ARA,(CER,((CHL,LIR),ORY)))),GIN);	OG_100871_22_T1_7
1852	1	(((((AMB,(CHL,LIR)),CER),NYM),ARA),ORY);	OG_100875_22_T1_7
1853	1	((((((AMB,ORY),ARA),NYM),LIR),CHL),GIN);	OG_100910_22_T1_7
1854	1	((AMB,(((ARA,ORY),CHL),(CER,NYM))),GIN);	OG_100928_22_T1_7
1855	1	(((((AMB,CHL),(LIR,NYM)),ARA),CER),GIN);	OG_100932_22_T1_7
1856	1	(AMB,((((ARA,CER),CHL),(NYM,ORY)),LIR));	OG_100946_22_T1_7
1857	1	(((((ARA,ORY),LIR),(CER,CHL)),NYM),GIN);	OG_100953_22_T1_7
1858	1	((((AMB,CER),(ARA,ORY)),(CHL,LIR)),GIN);	OG_100961_21_T1_7
1859	1	(((AMB,GIN),(CER,(CHL,LIR))),(ARA,ORY));	OG_100968_21_T2_7
1860	1	((AMB,(((ARA,CER),CHL),(NYM,ORY))),GIN);	OG_100978_21_T2_7
1861	1	((AMB,((ARA,ORY),((CER,NYM),LIR))),GIN);	OG_100986_21_T1_7
1862	1	(((((AMB,(ARA,ORY)),LIR),NYM),CER),GIN);	OG_100992_21_T1_7
1863	1	(((AMB,(CHL,LIR)),(ARA,(NYM,ORY))),GIN);	OG_100997_21_T2_7
1864	1	((((ARA,(CER,(CHL,LIR))),NYM),ORY),GIN);	OG_101006_21_T2_7
1865	1	(AMB,((((ARA,ORY),NYM),(CER,LIR)),CHL));	OG_101017_21_T1_7
1866	1	(((((AMB,NYM),(CHL,ORY)),ARA),CER),GIN);	OG_101034_21_T1_7
1867	1	((((((AMB,GIN),NYM),CER),LIR),ORY),ARA);	OG_101055_20_T1_7
1868	1	(((AMB,((CHL,LIR),NYM)),(ARA,ORY)),GIN);	OG_101063_20_T1_7
1869	1	(((AMB,NYM),(((ARA,CHL),CER),LIR)),GIN);	OG_101070_20_T1_7
1870	1	(((AMB,(LIR,(NYM,ORY))),(ARA,CER)),GIN);	OG_101075_20_T1_7
1871	1	(((AMB,(((ARA,LIR),ORY),CER)),NYM),GIN);	OG_101079_20_T1_7
1872	1	((AMB,((ARA,((CHL,NYM),ORY)),CER)),GIN);	OG_101083_20_T1_7
1873	1	((AMB,(((ARA,ORY),CER),(CHL,LIR))),NYM);	OG_101107_20_T1_7
1874	1	(AMB,(((ARA,(CHL,LIR)),ORY),(CER,NYM)));	OG_101111_20_T1_7
1875	1	(((((ARA,NYM),CER),(CHL,LIR)),ORY),GIN);	OG_101129_20_T1_7
1876	1	(((AMB,CER),(((ARA,ORY),LIR),CHL)),GIN);	OG_101135_20_T1_7
1877	1	((AMB,((ARA,(CER,NYM)),(LIR,ORY))),GIN);	OG_101144_20_T1_7
1878	1	((((((AMB,LIR),CHL),NYM),GIN),ORY),CER);	OG_101191_19_T1_7
1879	1	((AMB,(((ARA,CER),(CHL,ORY)),NYM)),GIN);	OG_101193_19_T2_7
1880	1	((((ARA,((CER,CHL),LIR)),ORY),NYM),GIN);	OG_101198_19_T1_7
1881	1	((AMB,((CER,(CHL,LIR)),NYM)),(ARA,ORY));	OG_101201_19_T2_7
1882	1	((AMB,(((ARA,(CHL,ORY)),CER),NYM)),GIN);	OG_101225_19_T1_7
1883	1	(((AMB,(NYM,ORY)),((ARA,CER),LIR)),GIN);	OG_101229_19_T1_7
1884	1	((((AMB,(CHL,NYM)),(ARA,CER)),ORY),GIN);	OG_101234_19_T1_7
1885	1	(((((AMB,CER),LIR),(NYM,ORY)),ARA),GIN);	OG_101247_19_T1_7
1886	1	((AMB,((((ARA,NYM),CHL),LIR),ORY)),GIN);	OG_101263_19_T1_7
1887	1	((((((AMB,ARA),LIR),CER),NYM),ORY),GIN);	OG_101290_18_T1_7
1888	1	(((AMB,(((CER,NYM),LIR),CHL)),ARA),GIN);	OG_101301_18_T1_7
1889	1	((((AMB,NYM),((CER,CHL),LIR)),ORY),GIN);	OG_101316_18_T1_7
1890	1	(((AMB,((CER,LIR),(NYM,ORY))),ARA),GIN);	OG_101349_18_T1_7
1891	1	((((AMB,CER),(CHL,LIR)),NYM),(ARA,ORY));	OG_101373_18_T1_7
1892	1	((((ARA,GIN),(NYM,ORY)),CER),(CHL,LIR));	OG_101407_18_T1_7
1893	1	(((((AMB,(ARA,ORY)),CHL),NYM),LIR),GIN);	OG_101416_18_T1_7
1894	1	(((AMB,CER),(ARA,(LIR,(NYM,ORY)))),GIN);	OG_101445_17_T1_7
1895	1	((AMB,((ARA,(CER,CHL)),(NYM,ORY))),GIN);	OG_101453_17_T1_7
1896	1	(((AMB,(CHL,LIR)),((ARA,ORY),CER)),GIN);	OG_101490_17_T1_7
1897	1	(((AMB,((CHL,NYM),(LIR,ORY))),ARA),GIN);	OG_101512_17_T1_7
1898	1	(((((ARA,ORY),(CER,CHL)),LIR),NYM),GIN);	OG_101520_17_T1_7
1899	1	(((AMB,NYM),(CER,(CHL,LIR))),(ARA,ORY));	OG_101527_17_T2_7
1900	1	(AMB,((((ARA,ORY),(CER,NYM)),CHL),LIR));	OG_101533_17_T1_7
1901	1	(((AMB,ORY),((ARA,CER),(CHL,LIR))),NYM);	OG_101555_17_T2_7
1902	1	((AMB,(((ARA,LIR),CER),(NYM,ORY))),GIN);	OG_101558_17_T1_7
1903	1	(((((AMB,(NYM,ORY)),ARA),CHL),LIR),CER);	OG_101601_17_T1_7
1904	1	((((AMB,CER),(ARA,(LIR,ORY))),NYM),GIN);	OG_101605_17_T1_7
1905	1	(AMB,(((ARA,(CER,CHL)),(LIR,NYM)),ORY));	OG_101606_17_T1_7
1906	1	(((((ARA,CHL),(LIR,ORY)),CER),NYM),GIN);	OG_101618_17_T1_7
1907	1	(((AMB,((CER,CHL),(NYM,ORY))),ARA),GIN);	OG_101648_16_T1_7
1908	1	((((AMB,ARA),((CER,ORY),LIR)),NYM),GIN);	OG_101653_16_T1_7
1909	1	(((AMB,ORY),(((ARA,CHL),LIR),NYM)),GIN);	OG_101672_16_T1_7
1910	1	(AMB,(((ARA,(CHL,(LIR,ORY))),CER),NYM));	OG_101680_16_T2_7
1911	1	((((AMB,CHL),(ARA,LIR)),(CER,NYM)),GIN);	OG_101687_16_T1_7
1912	1	(((((AMB,ORY),(CHL,LIR)),NYM),CER),ARA);	OG_101703_16_T1_7
1913	1	(((AMB,(CER,(CHL,LIR))),(NYM,ORY)),GIN);	OG_101717_16_T1_7
1914	1	((((AMB,(ARA,ORY)),(CER,LIR)),NYM),GIN);	OG_101723_16_T1_7
1915	1	((((AMB,NYM),LIR),((ARA,ORY),CHL)),GIN);	OG_101729_16_T1_7
1916	1	((((AMB,((ARA,LIR),CHL)),CER),NYM),GIN);	OG_101736_16_T1_7
1917	1	(((AMB,(CER,CHL)),(LIR,(NYM,ORY))),GIN);	OG_101739_16_T1_7
1918	1	((((ARA,NYM),((CER,CHL),LIR)),ORY),GIN);	OG_101790_16_T1_7
1919	1	(AMB,(((((ARA,ORY),NYM),CHL),LIR),CER));	OG_101819_15_T1_7
1920	1	(AMB,((ARA,(((CER,LIR),CHL),NYM)),ORY));	OG_101844_15_T1_7
1921	1	((AMB,(ARA,(((CER,CHL),LIR),NYM))),GIN);	OG_101873_15_T1_7
1922	1	((((AMB,NYM),(ARA,ORY)),(CHL,LIR)),GIN);	OG_101879_15_T1_7
1923	1	(((AMB,NYM),(CER,(CHL,(LIR,ORY)))),GIN);	OG_101882_15_T1_7
1924	1	(((AMB,CER),(ARA,((CHL,ORY),LIR))),GIN);	OG_101909_15_T1_7
1925	1	((((AMB,CER),(ARA,LIR)),(NYM,ORY)),GIN);	OG_101940_15_T1_7
1926	1	(AMB,(((ARA,(NYM,ORY)),(CER,LIR)),CHL));	OG_101947_15_T1_7
1927	1	((((AMB,((CHL,LIR),ORY)),ARA),NYM),GIN);	OG_101950_15_T1_7
1928	1	((ARA,(((CER,LIR),CHL),(NYM,ORY))),GIN);	OG_101956_15_T1_7
1929	1	(((AMB,((CER,LIR),(CHL,ORY))),NYM),GIN);	OG_102011_15_T1_7
1930	1	(((((AMB,ARA),(CHL,LIR)),ORY),NYM),GIN);	OG_102022_15_T1_7
1931	1	(((((ARA,(CHL,ORY)),LIR),CER),NYM),GIN);	OG_102036_15_T1_7
1932	1	((ARA,(CER,((CHL,LIR),(NYM,ORY)))),GIN);	OG_102040_15_T1_7
1933	1	((AMB,(((ARA,(CHL,LIR)),CER),NYM)),GIN);	OG_102057_14_T1_7
1934	1	(((((AMB,(ARA,ORY)),CER),LIR),CHL),GIN);	OG_102058_14_T1_7
1935	1	(((AMB,ORY),(((ARA,CER),LIR),NYM)),GIN);	OG_102116_14_T1_7
1936	1	(((AMB,(((ARA,CER),ORY),LIR)),NYM),GIN);	OG_102128_14_T1_7
1937	1	(((AMB,((ARA,ORY),(CHL,LIR))),CER),GIN);	OG_102129_14_T1_7
1938	1	((AMB,(ARA,(((CHL,LIR),NYM),ORY))),GIN);	OG_102150_14_T1_7
1939	1	(((AMB,(CHL,(NYM,ORY))),(ARA,LIR)),GIN);	OG_102154_14_T1_7
1940	1	(((AMB,(CHL,(LIR,(NYM,ORY)))),CER),GIN);	OG_102156_14_T1_7
1941	1	(((AMB,((ARA,(CER,LIR)),ORY)),NYM),GIN);	OG_102176_14_T1_7
1942	1	((((((AMB,NYM),ORY),CHL),LIR),CER),GIN);	OG_102201_14_T1_7
1943	1	((AMB,(((ARA,CER),LIR),(CHL,NYM))),GIN);	OG_102234_14_T1_7
1944	1	((AMB,(((ARA,CER),CHL),(LIR,NYM))),GIN);	OG_102235_14_T1_7
1945	1	(((((AMB,ORY),NYM),(ARA,CHL)),LIR),GIN);	OG_102258_14_T1_7
1946	1	(((ARA,(NYM,ORY)),(CER,(CHL,LIR))),GIN);	OG_102259_14_T1_7
1947	1	((((((AMB,NYM),LIR),CER),CHL),ARA),GIN);	OG_102270_14_T1_7
1948	1	(((AMB,ARA),(CER,((LIR,ORY),NYM))),GIN);	OG_102355_13_T1_7
1949	1	(((AMB,NYM),((CER,(CHL,LIR)),ORY)),GIN);	OG_102367_13_T1_7
1950	1	((AMB,(((ARA,CER),(NYM,ORY)),LIR)),GIN);	OG_102370_13_T1_7
1951	1	(AMB,((ARA,((CER,NYM),(CHL,LIR))),ORY));	OG_102384_13_T1_7
1952	1	((((AMB,CHL),(LIR,(NYM,ORY))),ARA),GIN);	OG_102410_13_T1_7
1953	1	(((AMB,(((ARA,CER),CHL),LIR)),ORY),GIN);	OG_102415_13_T1_7
1954	1	((AMB,((ARA,ORY),((CER,LIR),CHL))),GIN);	OG_102416_13_T1_7
1955	1	((((AMB,((ARA,ORY),LIR)),CER),NYM),GIN);	OG_102456_13_T1_7
1956	1	(((((AMB,NYM),LIR),(ARA,ORY)),CER),GIN);	OG_102457_13_T1_7
1957	1	((((((AMB,NYM),ARA),ORY),CER),CHL),LIR);	OG_102462_13_T1_7
1958	1	(AMB,(((((ARA,LIR),CHL),ORY),NYM),CER));	OG_102470_13_T1_7
1959	1	(AMB,(((((ARA,CHL),LIR),ORY),NYM),CER));	OG_102477_13_T1_7
1960	1	(((((AMB,NYM),CHL),(ARA,LIR)),CER),GIN);	OG_102493_13_T1_7
1961	1	((((AMB,CHL),(ARA,(NYM,ORY))),LIR),GIN);	OG_102508_13_T1_7
1962	1	((((ARA,ORY),((CER,CHL),LIR)),NYM),GIN);	OG_102517_13_T1_7
1963	1	(((AMB,(CER,LIR)),((ARA,ORY),NYM)),GIN);	OG_102546_13_T1_7
1964	1	((AMB,(((ARA,ORY),NYM),(CER,CHL))),GIN);	OG_102551_13_T1_7
1965	1	(AMB,(ARA,(((CER,ORY),NYM),(CHL,LIR))));	OG_102552_13_T1_7
1966	1	((((((AMB,CER),LIR),ARA),NYM),ORY),GIN);	OG_102558_13_T1_7
1967	1	(((AMB,(((CER,ORY),NYM),LIR)),ARA),GIN);	OG_102562_13_T1_7
1968	1	((AMB,((((ARA,CER),CHL),ORY),NYM)),GIN);	OG_102563_13_T1_7
1969	1	((AMB,(ARA,((CER,(NYM,ORY)),LIR))),GIN);	OG_102595_13_T1_7
1970	1	((AMB,((((ARA,NYM),ORY),LIR),CHL)),GIN);	OG_102631_13_T1_7
1971	1	(((AMB,(ARA,(CER,(LIR,ORY)))),NYM),GIN);	OG_102632_13_T1_7
1972	1	((AMB,(ARA,((CER,NYM),(CHL,LIR)))),GIN);	OG_102647_13_T1_7
1973	1	(((((ARA,CER),ORY),(CHL,LIR)),NYM),GIN);	OG_102669_13_T1_7
1974	1	((AMB,(((CER,(CHL,LIR)),NYM),ORY)),GIN);	OG_102704_12_T1_7
1975	1	(AMB,(((ARA,(CER,(LIR,ORY))),CHL),NYM));	OG_102705_12_T1_7
1976	1	(((AMB,((ARA,CER),LIR)),(NYM,ORY)),GIN);	OG_102711_12_T1_7
1977	1	(((AMB,CER),((ARA,ORY),(CHL,LIR))),GIN);	OG_102732_12_T1_7
1978	1	((((AMB,ORY),((ARA,CHL),CER)),NYM),GIN);	OG_102763_12_T1_7
1979	1	((AMB,(ARA,(CHL,((LIR,ORY),NYM)))),GIN);	OG_102768_12_T1_7
1980	1	(AMB,((((ARA,CHL),LIR),(NYM,ORY)),CER));	OG_102838_12_T1_7
1981	1	((AMB,((ARA,((CHL,NYM),LIR)),ORY)),GIN);	OG_102868_12_T1_7
1982	1	(((AMB,NYM),(CER,((CHL,LIR),ORY))),GIN);	OG_102873_12_T1_7
1983	1	(AMB,(((ARA,CER),((CHL,ORY),NYM)),LIR));	OG_102874_12_T1_7
1984	1	(AMB,(((ARA,CHL),(NYM,ORY)),(CER,LIR)));	OG_102894_12_T1_7
1985	1	((((AMB,GIN),((CHL,NYM),LIR)),ORY),ARA);	OG_102904_12_T1_7
1986	1	(AMB,(((((ARA,CER),LIR),ORY),CHL),NYM));	OG_102907_12_T1_7
1987	1	(((((AMB,NYM),(CER,CHL)),ORY),ARA),GIN);	OG_102919_12_T1_7
1988	1	(((AMB,(((ARA,ORY),NYM),LIR)),CER),GIN);	OG_102921_12_T1_7
1989	1	(((((AMB,ORY),ARA),(CER,LIR)),NYM),GIN);	OG_102942_12_T1_7
1990	1	(((AMB,ORY),(ARA,((CER,CHL),LIR))),GIN);	OG_102944_12_T1_7
1991	1	(((AMB,ORY),(((CER,LIR),CHL),NYM)),GIN);	OG_102955_12_T1_7
