GeneID,leaf.ammonium,leaf.nitrate,leaf.urea,root.ammonium,root.nitrate,root.urea
AT1G05360,6.004,5.713,6.543,11.035,8.786,11.438
AT1G05370,0.419,0.773,0.421,5.975,9.969,8.332
AT1G05380,11.506,11.752,10.636,15.306,13.089,13.004
AT1G05385,20.159,17.382,28.654,3.441,2.173,4.218
AT1G05400,0.519,0.396,0.227,2.648,2.531,2.437
AT1G05410,7.452,6.707,7.891,11.556,10.38,11.454
AT1G05420,0.276,0.433,0.303,0.775,0.338,0.251
AT1G05430,28.887,26.069,28.357,22.342,21.975,20.736
AT1G05440,0.401,1.202,0.577,1.96,2.909,1.893
AT1G05450,0.213,0.047,0,1.219,1.364,0.544
AT1G05460,4.011,5.456,4.45,6.966,6.542,6.435
AT1G05470,1.732,2.721,2.596,10.547,8.992,9.807
AT1G05490,0.083,0.248,0.125,1.559,2.72,1.726
AT1G05500,21.167,23.338,20.613,33.066,34.098,32.963
AT1G05510,0,0,0,0.055,0.032,0
AT1G05520,16.777,14.582,15.176,23.463,23.515,22.337
AT1G05530,0.01,0.042,0.03,0.635,0.771,0.367
AT1G05540,0.843,2.233,2.142,0.026,0.022,0.052
AT1G05550,0.085,0.08,0.113,0,0,0
AT1G05560,25.538,9.126,26.038,7.101,3.874,4.666
AT1G05570,19.781,27.29,14.784,32.092,25.981,39.717
AT1G05575,10.978,14.387,21.472,24.953,17.724,27.478
AT1G05577,0.011,0.029,0.019,0.605,0.298,0.392
AT1G05580,0,0,0.006,0,0.005,0
AT1G05590,4.509,5.729,5.098,8.447,8.731,7.927
AT1G05600,5.49,5.292,5.495,4.18,2.889,3.711
AT1G05610,0.259,0.304,0.306,2.194,1.873,3.044
AT1G05615,0,0,0,0,0,0
AT1G05620,10.89,10.866,9.327,22.594,28.75,19.044
AT1G05630,9.114,17.317,6.859,5.352,5.551,5.376
AT1G05640,0.518,2.783,1.095,3.362,3.312,2.835
AT1G05650,0.008,0.01,0.01,0,0.177,0.031
AT1G05660,0.007,0,0,0.478,1.295,0.289
AT1G05670,1.965,2.473,2.431,2.613,2.292,2.48
AT1G05675,4.913,7.915,3.753,0.571,0.154,0.266
AT1G05680,18.38,0.608,18.442,3.905,0.362,0.652
AT1G05690,2.184,3.024,2.385,1.225,0.76,1.248
AT1G05700,0.011,0.028,0.005,0.243,0.095,0.416
AT1G05710,2.062,5.31,2.433,45.624,66.764,69.847
AT1G05720,32.845,37.526,29.502,34.712,31.08,33.054
AT1G05730,0.481,1.16,0.478,1.652,2.108,1.875
AT1G05740,0,0,0,0.061,0.281,0.266
AT1G05750,1.891,2.501,1.89,1.831,1.594,1.701
AT1G05760,2.093,3.359,2.614,16.614,18.962,20.511
AT1G05770,0.503,0.962,0.75,8.57,11.745,12.931
AT1G05780,7.532,5.596,7.734,6.352,5.05,7.094
AT1G05783,2.063,4.483,1.388,7.463,3.079,7.249
AT1G05785,3.442,3.757,3.335,6.865,5.766,6.878
AT1G05790,12.532,12.968,10.895,8.62,7.2,8.369
AT1G05800,0.093,0.021,0.025,1.788,3.023,3.037
AT1G05805,32.233,22.371,25.5,29.916,21.821,29.564
AT1G05810,8.466,12.651,10.616,17.99,15.846,27.971
AT1G05820,0.578,0.604,0.63,4.563,3.965,7.273
AT1G05830,10.6,9.384,11.384,19.67,14.922,20.037
AT1G05835,5.423,6.74,7.067,1.305,1.16,1.502
AT1G05840,23.808,24.47,19.066,30.957,18.69,29.351
AT1G05850,178.386,244.383,201.633,320.792,404.52,368.352
AT1G05860,4.299,5.873,4.348,8.233,7.156,8.142
AT1G05870,7.867,9.571,9.742,24.755,32.699,28.084
AT1G05880,0.205,0.743,0.067,1.357,0.681,0.326
AT1G05890,34.161,29.087,29.031,48.815,31.057,46.553
AT1G05894,0.097,0.209,0.171,0.84,0.511,0.913
AT1G05900,8.458,8.632,8.894,6.831,6.553,7.12
AT1G05910,7.876,10.399,7.444,13.895,14.09,12.787
AT1G05920,0,0,0,0.011,0.012,0
AT1G05930,0,0,0.018,0,0,0.016
AT1G05940,19.819,16.911,17.797,14.175,12.189,13.826
AT1G05950,0.953,3.483,1.17,3.173,5.915,5.1
AT1G05960,14.633,18.399,16.893,34.688,30.188,30.085
AT1G05970,6.547,6.318,6.005,7.525,7.254,7.316
AT1G05990,0,0,0.036,0.118,0.303,0.096
AT1G06000,9.349,14.606,11.583,35.773,39.147,34.358
AT1G06010,9.375,10.406,9.902,16.052,14.869,18.052
AT1G06020,0.186,0.292,0.144,0.585,0.745,0.655
AT1G06030,0.087,0.071,0.089,0.044,0.026,0.025
AT1G06040,79.861,29.687,56.118,18.532,5.97,11.627
AT1G06045,0,0.102,0,0.06,0,0
AT1G06050,8.425,6.725,7.305,4.624,3.726,3.799
AT1G06060,15.612,15.022,15.193,17.69,17.976,16.565
AT1G06070,8.363,9.946,7.479,16.579,15.245,13.752
AT1G06080,1.735,2.679,2.576,6.041,3.794,3.274
AT1G06090,0.25,0.568,0.263,4.449,7.583,1.845
AT1G06100,1.432,4.092,0.627,0.049,0.05,0
AT1G06110,21.61,17.893,17.941,31.168,24.418,29.881
AT1G06120,0.014,0,0,0.231,1.146,0.172
AT1G06130,33.683,28.152,27.065,23.951,20.115,23.668
AT1G06135,0.078,0.232,0.087,0.921,0.254,0.083
AT1G06137,0.42,0.209,0.162,0.736,0.078,0.073
AT1G06140,0.576,1.153,0.576,0.906,1.184,0.748
AT1G06143,1.554,1.839,1.378,1.202,1.053,1.007
AT1G06148,0.112,0.079,0.065,1.442,1.084,2.147
AT1G06150,24.434,20.636,25.085,34.773,33.347,38.726
AT1G06160,9.821,6.439,5.025,9.059,1.703,8.039
AT1G06170,0.113,0.188,0.085,2.204,1.736,3.099
AT1G06180,7.077,3.649,3.905,21.748,11.821,17.766
AT1G06190,38.918,42.275,51.552,11.348,11.173,10.208
AT1G06200,47.28,40.677,41.737,46.554,43.48,48.97
AT1G06210,13.403,16.16,13.292,25.631,23.98,21.494
AT1G06220,20.144,23.329,21.446,25.303,26.391,21.671
AT1G06225,0,0,0,5.846,0.081,6.888
AT1G06230,24.313,25.553,21.816,32.358,25.808,27.956
AT1G06240,6.228,8.389,8.13,4.706,4.054,4.547
AT1G06250,0.088,0.106,0.101,0.099,0.055,0.073
AT1G06260,0.146,0.578,0,0.015,0.016,0.014
AT1G06270,2.151,2.866,2.545,6.928,6.057,6.954
AT1G06280,0.117,0.064,0,0,0,0
AT1G06290,37.244,35.097,30.378,20.746,16.748,13.191
AT1G06310,0.04,0.025,0.013,1.738,1.243,0.63
AT1G06320,0,0,0,0.514,0.64,0.57
AT1G06330,0,0,0.022,0.211,0.546,0.158
AT1G06340,0,0.071,0.09,0,0,0
AT1G06350,0.782,0.911,0.303,0.77,0.745,0.456
AT1G06360,14.766,33.481,19.555,0.012,0.012,0
AT1G06380,4.409,5.033,5.216,6.696,7.394,6.524
AT1G06390,35.222,35.42,32.611,39.923,31.461,34.964
AT1G06400,41.005,42.395,32.065,73.637,82.206,92.905
AT1G06410,41.488,51.25,35.64,55.884,70.97,65.658
AT1G06420,1.056,2.023,1.002,10.916,19.26,15.958
AT1G06430,71.693,40.328,45.654,6.19,2.835,4.206
AT1G06440,1.081,1.828,1.207,2.929,5.291,5.202
AT1G06450,1.236,1.091,0.854,7.017,8.497,7.609
AT1G06460,239.441,149.85,259.412,7.998,7.884,8.892
AT1G06470,12.22,13.234,12.838,15.596,16.453,15.337
AT1G06475,2.265,5.749,3.041,18.637,36.188,25.216
AT1G06490,0.562,0.911,0.644,10.129,10.55,11.66
AT1G06500,11.78,12.046,11.43,13.883,12.882,13.213
AT1G06510,20.478,20.399,23.322,5.181,4.037,5.211
AT1G06515,19.805,24.634,21.637,32.495,31.197,32.602
AT1G06520,1.303,0.813,0.771,12.797,26.267,18.346
AT1G06530,40.326,46.649,47.71,46.066,43.804,44.381
AT1G06540,0.827,0.95,0.975,1.41,1.589,1.225
AT1G06550,18.907,20.63,18.754,74.212,66.313,66.708
AT1G06560,5.886,8.375,6.602,12.191,10.762,12.024
AT1G06570,52.559,10.026,31.842,16.203,6.144,9.155
AT1G06580,1.33,1.676,1.243,2.639,2.521,2.751
AT1G06590,2.688,3.64,3.157,9.871,9.066,10.077
AT1G06620,13.898,9.694,14.027,68.169,42.797,51.714
AT1G06630,11.728,10.829,11.936,22.65,17.402,22.107
AT1G06640,36.693,32.37,44.509,283.345,301.438,318.251
AT1G06645,13.482,17.198,16.36,3.647,2.823,3.045
AT1G06650,60.984,63.182,53.342,6.892,3.232,6.215
AT1G06660,0.508,1.167,0.561,3.582,6.711,4.272
AT1G06670,9.021,10.88,9.653,18.784,19.106,17.49
AT1G06680,2868.326,1961.803,2968.842,10.006,5.263,10.585
AT1G06690,62.178,31.123,55.043,2.582,3.137,3.988
AT1G06700,37.183,35.364,39.076,63.969,61.846,74.375
AT1G06710,1.72,2.312,2.2,3.859,2.805,3.502
AT1G06720,8.854,14.069,11.059,21.973,21.389,19.539
AT1G06730,5.201,7.078,5.614,7.824,8.218,8.051
AT1G06740,1.323,1.526,1.241,3.717,4.091,3.843
AT1G06750,0.043,0.051,0.024,0.406,0.428,0.33
AT1G06760,64.96,88.767,61.334,138.691,160.92,169.407
AT1G06770,3.757,5.392,3.253,5.413,3.987,4.648
AT1G06780,7.597,8.277,6.685,19.1,18.94,18.876
AT1G06790,5.128,7.57,5.934,10.419,10.438,10.755
AT1G06800,4.754,4.615,4.65,6.236,7.364,5.76
AT1G06810,0,0.024,0.023,0.162,0.284,0.049
AT1G06820,22.299,18.381,23.733,10.826,8.729,10.014
AT1G06830,1.172,7.428,1.469,4.92,14.387,17.832
AT1G06840,5.754,6.686,5.068,29.338,23.298,23.406
AT1G06850,6.086,6.673,6.633,12.933,12.845,12.985
AT1G06870,8.825,11.567,8.781,17.728,17.272,14.7
AT1G06890,31.591,34.944,30.707,47.015,47.441,44.035
AT1G06900,12.753,16.713,14.352,26.62,25.215,25.615
AT1G06910,2.788,3.629,3.535,5.595,4.658,5.088
AT1G06920,0,0.012,0.035,0.026,0.013,0
AT1G06923,0,0,0,0.14,0.114,0.038
AT1G06925,0,0.035,0,0,0.036,0
AT1G06930,0.016,0.014,0,1.713,1.524,0.983
AT1G06950,60.036,65.924,79.481,28.461,25.651,27.46
AT1G06960,8.586,9.11,10.085,13.987,14.445,17.032
AT1G06970,0.006,0.025,0.025,0.087,0.162,0.165
AT1G06980,1.632,1.64,2.223,0.402,0.594,0.294
AT1G06990,0.013,0.032,0,0,0.099,0.036
AT1G07000,21.762,43.2,17.394,11.095,12.141,11.554
AT1G07010,24.121,17.106,24.288,0.337,0.243,0.346
AT1G07020,12.254,19.253,11.239,20.786,22.387,21.164
AT1G07025,0,0,0,0.062,0.031,0
AT1G07030,17.473,16.819,15.754,19.017,15.586,16.983
AT1G07040,69.638,23.325,52.082,18.885,7.44,14.623
AT1G07050,21.882,41.894,48.203,0.101,0.15,0.174
AT1G07060,0.137,0.16,0.071,0.135,0.183,0.172
AT1G07070,13.62,19.044,18.728,31.49,37.548,28.043
AT1G07080,63.958,63.059,52.132,46.731,40.646,41.968
AT1G07090,8.657,10.681,7.937,22.074,23.616,25.727
AT1G07110,61.771,64.09,77.82,17.415,12.223,18.183
AT1G07120,0.241,0.283,0.211,3.03,2.45,2.035
AT1G07130,2.182,1.864,2.121,5.071,3.517,4.469
AT1G07135,47.051,65.91,114.938,142.181,186.627,188.485
AT1G07140,66.705,97.811,72.151,95.57,118.353,93.813
AT1G07150,1.338,0.33,2.659,5.164,1.165,1.954
AT1G07160,0.183,0.421,0.097,0.177,0.426,0.267
AT1G07170,12.206,11.9,10.47,17.157,14.592,16.624
AT1G07175,0.015,0.018,0.018,0.02,0.159,0.194
AT1G07180,35.525,2.568,17.977,0.081,0.045,0.063
AT1G07190,0,0,0,0,0,0
AT1G07200,7.626,9.36,8.999,14.589,12.692,16.215
AT1G07210,22.038,30.316,23.898,38.483,40.924,36.595
AT1G07220,7.452,11.792,6.377,17.973,19.958,21.627
AT1G07230,22.531,22.518,17.024,21.073,19.136,18.983
AT1G07240,12.103,8.501,9.284,23.869,23.808,25.217
AT1G07250,19.257,12.562,13.228,10.6,7.103,7.496
AT1G07260,0.742,0.642,0.337,23.447,24.912,31.729
AT1G07270,0.342,0.681,0.599,0.59,0.94,0.919
AT1G07280,35.288,33.817,26.314,1.289,0.636,0.788
AT1G07290,0.987,0.891,0.912,2.724,2.65,2.697
AT1G07300,3.033,2.851,2.501,5.222,3.971,4.331
AT1G07310,19.822,16.408,16.096,21.098,22.82,18.067
AT1G07320,160.351,182.401,227.751,14.882,14.381,17.199
AT1G07330,0.024,0.079,0.075,0.091,0.033,0.058
AT1G07340,0.02,0.101,0,0.023,0,0
AT1G07350,12.629,16.413,10.67,41.013,40.217,33.338
AT1G07360,19.354,17.765,18.199,26.002,26.544,22.142
AT1G07370,5.273,9.489,6.817,17.088,24.439,18.902
AT1G07380,4.327,4.693,4.141,13.96,11.574,10.245
AT1G07390,0.846,0.938,0.84,0.637,0.603,0.643
AT1G07400,0.457,1.067,0.364,3.003,1.698,1.77
AT1G07410,1.569,1.876,1.239,9.057,8.95,8.55
AT1G07420,18.517,17.634,17.197,23.313,26.653,22.762
AT1G07430,1.928,1.495,1.456,4.365,2.867,1.566
AT1G07440,38.82,39.159,35.728,0.463,0.542,0.431
AT1G07450,0.57,0.117,0.498,0.016,0.016,0.016
AT1G07460,0,0,0,0.041,0.014,0.081
AT1G07470,14.699,15.811,14.748,21.75,19.653,21.003
AT1G07473,0.012,0.03,0,0.058,0,0
AT1G07476,0,0,0.015,0,0.033,0
AT1G07480,10.474,10.722,11.21,15.134,10.953,14.163
AT1G07485,0.281,1.217,0.823,0.261,0.141,0.371
AT1G07490,0.833,3.854,2.696,1.407,1.465,0.76
AT1G07500,1.017,1.24,0.879,4.145,3.076,2.698
AT1G07510,4.672,5.018,4.444,7.681,8.684,8.32
AT1G07520,8.8,9.925,9.2,12.798,11.685,11.876
AT1G07530,17.829,16.438,15.191,31.107,25.341,30.188
AT1G07540,0.018,0.012,0,0.029,0.014,0.052
AT1G07550,0.006,0.005,0,2.975,0.342,1.842
AT1G07560,0.028,0.01,0.005,3.345,0.744,2.544
AT1G07570,2.189,2.838,2.66,3.847,2.523,3.088
AT1G07590,8.532,8.525,6.674,15.146,19.136,13.194
AT1G07600,0,0,0,0,0,0
AT1G07610,2.698,8.806,1.82,25.071,40.317,20.847
AT1G07615,5.221,6.522,5.521,9.532,7.805,9.097
AT1G07620,3.907,8.302,1.692,2.722,0.854,1.31
AT1G07630,10.452,12.917,7.129,13.35,9.189,12.932
AT1G07640,7.277,11.033,9.114,13.213,10.503,12.853
AT1G07645,0.024,0,0.021,0.023,0.023,0
AT1G07650,20.163,31.252,21.372,14.069,9.619,12.15
AT1G07660,19.425,30.676,18.546,40.996,38.45,41.496
AT1G07670,14.811,20.068,12.825,38.246,41.958,33.95
AT1G07680,0,0,0,0,0.022,0.067
AT1G07690,0,0,0,0.037,0,0
AT1G07700,28.991,28.239,25.134,3.999,2.436,3.476
AT1G07705,10.366,11.073,10.145,12.795,12.787,12.324
AT1G07710,0.052,0.076,0.052,0.506,0.365,0.169
AT1G07720,15.719,37.386,14.99,4.669,1.478,2.075
AT1G07725,0.035,0.006,0.016,0.041,0.06,0.055
AT1G07730,0,0,0,0,0,0
AT1G07740,0.857,1.307,0.857,1.322,1.454,1.121
AT1G07745,4.269,4.029,4.338,5.071,3.719,5.969
AT1G07747,0,0,0,0,0,0
AT1G07750,24.235,20.264,21.495,37.734,24.097,28.323
AT1G07770,105.916,121.688,129.684,224.777,244.613,256.775
AT1G07780,4.929,6.368,5.652,6.093,4.635,4.952
AT1G07790,13.995,23.605,15.491,27.505,31.189,23.052
AT1G07795,0.014,0,0.026,0.252,0.246,0.186
AT1G07810,15.592,13.201,12.643,24.19,20.848,19.837
AT1G07820,37.629,65.143,47.131,79.664,80.078,73.213
AT1G07830,12.922,13.785,12.84,28.619,24.593,29.01
AT1G07840,8.968,11.991,10.008,15.736,16.669,15.652
AT1G07850,0.007,0.021,0.007,0.104,0.074,0.042
AT1G07860,0,0,0,0,0.105,0.104
AT1G07870,4.749,8.597,4.406,25.388,33.557,35.457
AT1G07880,0.97,2.467,1.752,21.779,42.927,33.63
AT1G07885,0.019,0.192,0.183,0.274,0.595,0.457
AT1G07890,265.19,376.923,290.71,376.075,438.549,343.32
AT1G07900,3.593,5.075,1.611,8.997,10.781,13.503
AT1G07901,0.707,0.388,0.662,0.552,0.212,0.201
AT1G07902,6.25,5.781,5.386,10.352,9.38,12.948
AT1G07910,6.477,6.2,6.339,8.347,6.9,8.175
AT1G07920,136.799,178.627,154.725,203.295,241.529,204.132
AT1G07930,145.944,189.334,149.8,224.949,252.534,197.286
AT1G07940,93.171,117.719,102.855,132.317,158.029,129.347
AT1G07950,10.908,12.12,11.077,17.241,16.925,18.33
AT1G07960,11.314,16.275,11.532,24.454,24.859,24.82
AT1G07970,5.758,6.141,5.807,10.161,9.039,8.649
AT1G07980,8.245,9.116,7.126,10.8,9.315,10.345
AT1G07985,3.325,0.39,0.955,4.815,0.448,0.37
AT1G07990,17.989,17.683,15.843,24.494,23.901,22.472
AT1G08000,2.808,3.668,3.445,3.999,4.024,3.921
AT1G08005,0.072,0.195,0.103,0.035,0.035,0.241
AT1G08010,7.062,8.029,8.105,18.004,19.38,16.617
AT1G08030,13.088,9.318,11.366,20.641,16.321,19.257
AT1G08035,0.092,0.137,0.141,0.092,0.055,0.091
AT1G08040,15.707,20.175,16.715,31.299,30.803,32.056
AT1G08050,3.244,8.714,2.269,4.44,3.289,3.023
AT1G08060,4.122,4.722,3.765,5.452,5.265,5.32
AT1G08065,0.015,0.078,0,0,0,0
AT1G08070,0.639,1.542,0.786,0.872,0.797,0.878
AT1G08080,0.079,0.269,0.151,0.714,0.135,0.38
AT1G08090,0.008,0.198,0.035,0.245,19.296,0.348
AT1G08100,0,0,0,0.022,0.276,0
AT1G08110,81.838,75.154,79.147,88.071,79.355,91.819
AT1G08120,0,0.041,0.034,0.051,0.045,0.089
AT1G08125,11.414,12.17,11.667,15.491,13.271,14.761
AT1G08130,8.754,13.648,8.787,12.642,15.583,11.922
AT1G08135,0,0,0,0,0,0
AT1G08140,0,0.005,0,0.022,0.071,0.043
AT1G08150,0.006,0.006,0.005,0,0.023,0.011
AT1G08160,2.942,4.944,4.487,40.212,50.339,52.214
AT1G08165,0.911,1.828,1.178,2.843,3.589,6.824
AT1G08170,0.11,0.016,0,0.141,0.066,0.083
AT1G08180,2.361,3.793,2.98,4.738,5.448,6.651
AT1G08190,21.035,33.326,23.269,45.175,59.068,47.362
AT1G08200,104.546,123.528,113.366,324.669,354.477,302.98
AT1G08210,9.938,10.28,8.979,21.603,19.321,22.361
AT1G08220,3.507,4.079,4.063,8.329,8.068,8.629
AT1G08230,8.297,4.341,6.503,9.088,8.385,11.038
AT1G08250,3.188,2.283,2.198,4.133,4.397,3.336
AT1G08260,2.345,3.389,2.287,8.294,9.082,9.228
AT1G08270,0.683,0.75,0.591,1.521,1.294,1.885
AT1G08280,2.605,2.599,2.599,8.578,7.94,7.481
AT1G08290,0.405,0.835,0.268,44.742,62.12,72.475
AT1G08300,0.913,1.518,1.313,2.77,2.975,3.068
AT1G08310,0.173,0.634,0.229,1.841,1.764,1.499
AT1G08315,7.527,6.243,6.247,6.769,7.546,5.722
AT1G08320,0.144,0.138,0.137,5.838,4.073,4.292
AT1G08340,0.607,0.857,0.661,7.34,8.421,5.554
AT1G08350,3.72,4.707,4.257,7.365,7.251,6.543
AT1G08360,196.782,239.586,233.91,310.232,327.879,304.274
AT1G08370,14.905,15.341,13.852,24.695,25.043,21.078
AT1G08380,2711.148,1407.109,2521.253,8.522,5.04,7.759
AT1G08390,6.93,5.526,5.606,4.506,3.846,5
AT1G08400,2.145,2.374,2.106,2.821,2.615,2.608
AT1G08410,6.852,8.413,6.747,10.785,13.229,10.488
AT1G08420,18.543,19.929,17.37,21.793,22.17,20.119
AT1G08430,4.644,0.127,0.151,102.006,0.623,14.363
AT1G08440,0.064,0.237,0.089,0.682,1.223,1.729
AT1G08450,98.705,302.866,59.063,35.338,35.084,35.101
AT1G08460,14.137,14.044,10.936,12.298,9.984,12.584
AT1G08465,10.376,14.534,10.723,0.146,0.065,0.025
AT1G08470,10.604,15.877,9.588,15.123,19.401,16.473
AT1G08480,74.597,62.662,66.213,85.035,91.62,82.863
AT1G08490,25.221,29.797,27.421,11.734,11.931,11.464
AT1G08500,1.606,2.582,1.871,8.176,9.171,3.648
AT1G08510,58.224,73.079,51.377,84.11,88.908,66.553
AT1G08520,104.152,96.244,117.253,13.193,9.396,12.463
AT1G08530,9.067,11.265,9.418,6.654,6.808,7.054
AT1G08540,44.286,49.629,56.174,4.913,4.435,4.428
AT1G08550,44.884,46.154,51.052,3.185,2.385,2.872
AT1G08560,6.107,18.012,9.116,30.664,55.397,33.389
AT1G08570,78.476,76.09,68.251,40.364,29.827,31.771
AT1G08580,19.521,26.336,23.099,35.299,44.238,38.033
AT1G08590,0.015,0.084,0.065,3.899,5.82,2.517
AT1G08600,7.425,7.651,6.606,15.824,14.169,14.031
AT1G08610,2.466,4.24,4.438,3.113,3.665,3.76
AT1G08620,6.591,7.807,6.008,11.833,10.762,11.827
AT1G08630,2.899,0.615,1.625,1.089,0.127,0.379
AT1G08640,42.762,52.001,50.871,19.937,19.982,21.42
AT1G08645,0,0.032,0.04,0.145,0.112,0.143
AT1G08650,4.38,30.988,6.185,27.512,40.846,25.247
AT1G08660,20.15,18.266,22.073,35.787,32.396,37.903
AT1G08670,0,0,0,1.378,2.136,0.762
AT1G08680,10.388,10.665,10.228,22.271,22.266,21.164
AT1G08695,0,0,0,0.042,0,0
AT1G08700,13.939,13.895,11.219,17.033,15.935,15.631
AT1G08710,6.61,6.904,5.992,9.371,6.965,8.802
AT1G08720,11.493,13.052,9.803,28.714,33.756,43.099
AT1G08730,0.165,0.242,0.259,0.291,0.191,0.138
AT1G08750,8.315,9.35,7.821,14.245,13.665,14.296
AT1G08760,4.721,6.738,4.364,14.701,17.466,15.334
AT1G08770,9.742,8.714,8.8,14.997,12.935,14.118
AT1G08780,17.295,19.744,18.558,35.566,36.037,34.094
AT1G08790,0,0,0,0,0.022,0.043
AT1G08800,4.289,4.869,3.958,11.145,8.72,8.169
AT1G08810,2.643,5.058,3.497,0.048,0.108,0.023
AT1G08820,18.1,17.785,14.788,31.361,27.373,29.091
AT1G08830,295.053,349.524,283.082,340.87,325.538,201.136
AT1G08840,2.364,2.625,2.318,4.319,4.45,4.939
AT1G08845,3.929,4.514,3.742,6.015,5.149,4.797
AT1G08860,0.121,0.616,0.189,0.178,0.202,0.2
AT1G08880,36.216,44.721,42.179,42.073,48.08,42.44
AT1G08890,34.464,21.982,22.441,33.124,25.22,29.943
AT1G08900,35.695,26.686,28.277,8.478,2.382,7.346
AT1G08910,6.835,8.617,7.181,18.397,20.363,26.177
AT1G08920,31.002,15.636,31.144,123.249,116.094,141.142
AT1G08930,165.084,205.783,108.993,44.006,34.481,25.609
AT1G08940,5.262,4.212,4.634,28.223,23.413,26.566
AT1G08960,4.026,4.233,4.205,7.092,9.113,6.407
AT1G08970,16.399,18.181,15.592,27.594,23.955,22.767
AT1G08980,88.783,62.002,85.112,17.883,15.435,20.416
AT1G08985,0,0,0,0.034,0,0
AT1G08990,0.023,0.012,0.006,5.233,3.249,3.237
AT1G09000,0.589,1.206,0.592,8.002,8.952,8.365
AT1G09010,29.3,27.822,27.657,26.117,18.526,23.555
AT1G09020,24.024,21.874,23.057,21.895,23.415,19.909
AT1G09030,0,0,0,0.295,0.114,0.795
AT1G09040,1.426,1.648,1.205,2.667,2.212,2.442
AT1G09050,1.64,1.992,1.479,2.777,2.357,2.675
AT1G09060,18.095,18.933,17.219,21.443,18.902,21.25
AT1G09070,102.899,103.858,154.059,353.599,474.685,430.573
AT1G09080,10.587,30.85,2.231,0.363,0.435,0.252
AT1G09090,0.028,0,0.005,4.688,4.764,2.869
AT1G09100,17.45,23.401,15.466,30.342,31.676,29.7
AT1G09130,135.172,109.383,126.525,24.411,21.292,22.725
AT1G09140,29.833,26.564,30.361,48.081,31.396,42.971
AT1G09150,28.119,28.226,29.086,38.337,38.926,39.839
AT1G09155,0.118,0.073,0.069,0.986,1.126,0.534
AT1G09157,0.038,0.018,0,0.272,0.491,0.359
AT1G09160,10.765,16.399,11.424,28.762,40.208,37.623
AT1G09170,0.285,0.465,0.181,0.384,0.471,0.183
AT1G09176,0,0.06,0.02,0.151,0,0.043
AT1G09180,2.406,2.425,1.477,0.719,0.494,0.293
AT1G09190,0.906,2.358,1.335,1.955,2.153,2.078
AT1G09195,5.544,5.734,5.131,4.143,3.317,4.292
AT1G09200,23.65,49.305,31.231,37.038,41.775,28.327
AT1G09210,69.572,113.808,56.665,111.129,110.611,90.652
AT1G09220,0.661,1.381,0.889,1.133,1.246,1.033
AT1G09230,8.003,6.507,7.129,10.319,8.202,10.231
AT1G09240,15.421,2.512,6.667,0.106,0,0.076
AT1G09245,0,0,0,0,0,0
AT1G09250,15.839,9.961,21.102,13.308,13.175,11.316
AT1G09260,0,0,0,0,0,0
AT1G09270,24.142,26.743,23.751,38.601,43.008,35.68
AT1G09280,11.611,10.882,10.75,21.351,15.878,21.475
AT1G09290,7.326,8.585,6.325,11.116,9.275,10.814
AT1G09300,3.918,5.528,3.333,6.646,6.378,6.155
AT1G09310,393.996,539.655,435.78,2.912,1.231,0.538
AT1G09320,4.753,5.29,3.933,8.108,6.662,7.58
AT1G09330,19.769,23.923,16.569,25.609,27.623,24.982
AT1G09340,248.61,268.898,306.38,2.39,1.834,2.94
AT1G09350,6.723,0.356,5.636,2.119,2.302,3.654
AT1G09360,0,0,0,0,0.06,0
AT1G09370,0.041,0.126,0.128,1.127,3.17,1.038
AT1G09380,0.08,0.045,0.018,0.349,0.313,0.177
AT1G09390,7.67,6.362,6.708,17.985,18.777,21.068
AT1G09400,0.166,0.114,0.037,0.039,0,0.085
AT1G09410,0.414,1.06,0.717,1.264,1.269,1.258
AT1G09415,31.833,34.831,31.96,15.731,10.077,15.027
AT1G09420,1.973,2.059,2.286,1.145,0.711,0.95
AT1G09430,56.892,44.262,46.738,47.875,43.211,48.176
AT1G09440,2.948,5.577,4.404,15.067,17.209,16.898
AT1G09450,0.765,1.513,0.897,3.181,4.926,4.109
AT1G09460,0.868,1.25,1.418,31.288,28.016,27.969
AT1G09470,0.856,2.104,1.17,9.978,15.296,11.097
AT1G09480,2.419,2.317,1.135,2.442,2.631,2.537
AT1G09483,0.028,0,0,0.039,0.163,0.037
AT1G09490,20.474,18.921,15.694,11.643,12.731,12.183
AT1G09500,14.871,1.865,4.071,0.452,0.024,0
AT1G09510,0.025,0,0,0.014,0.029,0
AT1G09520,7.678,9.312,6.43,10.644,9.703,9.211
AT1G09530,3.21,5.283,3.275,2.91,3.527,2.77
AT1G09540,0.099,0.206,0.124,1.736,1.417,1.236
AT1G09550,0.031,0.01,0,0,0,0
AT1G09560,53.893,71.898,34.034,81.92,127.205,71.95
AT1G09570,43.618,22.372,37.326,32.135,30.229,32.093
AT1G09575,2.687,2.733,3.567,15.235,30.815,36.352
AT1G09580,5.626,5.509,6,10.72,11.523,8.505
AT1G09590,89.669,119.297,100.209,184.113,212.319,162.204
AT1G09600,0.082,0.228,0.119,0.419,0.551,0.266
AT1G09610,0.546,0.509,0.665,2.105,2.992,1.383
AT1G09620,37.346,41.418,38.699,46.622,50.582,42.583
AT1G09625,0,0,0,0,0,0
AT1G09630,13.291,19.339,13.811,38.494,49.104,42.571
AT1G09640,119.778,118.181,127.242,204.156,198.398,193.735
